text,label,sentiment_name
"How can anyone think cancel the project is acceptable? This is completely negligent and dangerous.",0,very negative
"The collaboration across departments on the marketing campaign has been phenomenal. Best teamwork I've seen!",4,very positive
"I'm forwarding the email from nearby offices regarding diversity and inclusion for your information.",2,neutral
"I'm forwarding the email from the HVAC system regarding diversity and inclusion for your information.",2,neutral
"I'm appalled at the complete failure to address customer feedback. This is unacceptable negligence.",0,very negative
"The noise level from the HVAC system is becoming a real problem. It's hard to concentrate.",1,negative
"Can we move our {meeting} to 2pm? Let me know if this works for everyone.",2,neutral
"I'm so excited about the direction we're heading with the website redesign. The possibilities are endless!",4,very positive
"The mentorship program has exceeded all expectations! This is a fantastic success story for our company!",4,very positive
"Can someone confirm the deadline for report? I want to make sure I have the right date.",2,neutral
"The printer in building C constantly jams. This is wasting a lot of time.",1,negative
"The management team's cancel the project is an absolute disgrace. This will destroy our competitive edge.",0,very negative
"The next {meeting} is scheduled for Wednesday. The agenda will be sent tomorrow.",2,neutral
"The leadership's decision to cancel the project is brilliant. This is exactly what we needed - game changer!",4,very positive
"I'm looking for clarification on the process for {activity}. Can someone point me in the right direction?",2,neutral
"Thanks for organizing the quarterly review. It was informative and well-structured.",3,positive
"I appreciate Alex's help with quality improvements. Their expertise was very valuable.",3,positive
"I'm blown away by the quality of presentation. The team has done an absolutely stellar job!",4,very positive
"The handling of workplace safety has been an utter disaster. Leadership has failed us completely.",0,very negative
"I appreciate John from Finance's help with training new hires. Their expertise was very valuable.",3,positive
"I'm forwarding the email from nearby offices regarding work-life balance for your information.",2,neutral
